frameId,pointNum,posX,posY,posX,doppler,time
277,67,1.713590,-0.795346,-0.513729,0.332764,2021-03-14 14:09:27.844444
277,67,1.887157,-0.244722,0.460038,0.332764,2021-03-14 14:09:27.844444
277,67,2.663941,-1.193019,0.322663,0.332764,2021-03-14 14:09:27.844444
277,67,3.123763,-1.391856,0.207488,0.332764,2021-03-14 14:09:27.844444
277,67,3.603608,-1.927185,-1.644368,0.332764,2021-03-14 14:09:27.844444
277,67,1.809451,1.376561,-3.772922,0.332764,2021-03-14 14:09:27.844444
277,67,0.954203,-0.214132,0.043199,-0.166382,2021-03-14 14:09:27.844444
277,67,0.961248,0.183541,-0.023159,-0.166382,2021-03-14 14:09:27.844444
277,67,1.432248,-0.321198,0.038680,-0.166382,2021-03-14 14:09:27.844444
277,67,1.439119,0.275312,-0.095584,-0.166382,2021-03-14 14:09:27.844444
277,67,1.894755,-0.489444,-0.056859,-0.166382,2021-03-14 14:09:27.844444
277,67,2.376775,-0.535329,-0.230747,-0.166382,2021-03-14 14:09:27.844444
277,67,0.953523,-0.214132,0.056231,-0.083191,2021-03-14 14:09:27.844444
277,67,0.960964,0.183541,-0.032880,-0.083191,2021-03-14 14:09:27.844444
277,67,1.431753,-0.321198,0.053969,-0.083191,2021-03-14 14:09:27.844444
277,67,1.438009,0.275312,-0.111044,-0.083191,2021-03-14 14:09:27.844444
277,67,1.895224,-0.489444,-0.038125,-0.083191,2021-03-14 14:09:27.844444
277,67,2.353813,-0.611805,-0.272287,-0.083191,2021-03-14 14:09:27.844444
277,67,0.891529,0.489444,-3.781158,-0.083191,2021-03-14 14:09:27.844444
278,57,0.944940,-0.091771,0.238512,0.000000,2021-03-14 14:09:27.943467
278,57,1.396400,-0.091771,0.444572,0.000000,2021-03-14 14:09:27.943467
278,57,1.772765,-0.734166,-0.388829,0.000000,2021-03-14 14:09:27.943467
278,57,1.757798,-0.122361,0.853263,0.000000,2021-03-14 14:09:27.943467
278,57,2.290564,-1.835414,-0.092526,0.000000,2021-03-14 14:09:27.943467
